borrower_id,capacity__current_ratio_status,capacity__leverage_ratio_status,capacity__dscr_status,capacity__interest_coverage_ratio_status,capacity__cash_flow_match_ratio_status,capacity__revenue_cagr_3yr_status,capacity__projected_revenue_growth_rate_status,capacity__customer_concentration_pct_status,capacity__supplier_concentration_pct_status,character__bureau_score_status,character__civil_suit_years_since_active_status,character__other_legal_dispute_years_since_active_status,character__owner_time_in_business_years_status,character__cheque_bounce_rate_status,capital__net_worth_to_assets_ratio_status,compliance__covenant_compliance_flag_status,compliance__gst_ontime_filing_ratio_status,compliance__epfo_ontime_remittance_ratio_status,compliance__utility_payment_timeliness_status,compliance__rent_payment_timeliness_status,compliance__salary_payment_timeliness_status,collateral__collateral_quality_score_status
MSME-00173,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00174,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00175,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00176,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00177,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00178,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00179,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00180,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00181,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00182,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00183,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00184,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00185,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00186,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00187,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00188,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available
MSME-00189,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00190,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00191,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00192,available,available,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00193,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00194,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00195,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00196,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00197,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00198,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00199,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available
MSME-00200,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00201,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00202,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00203,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00204,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00205,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00206,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00207,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00208,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00209,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00210,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00211,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00212,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00213,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00214,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00215,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00216,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00217,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00218,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00219,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00220,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00221,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00222,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00223,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00224,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00225,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00226,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00227,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00228,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,available
MSME-00229,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00230,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00231,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00232,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00233,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00234,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00235,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00236,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00237,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00238,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00239,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00240,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00241,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00242,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00243,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00244,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00245,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00246,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00247,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00248,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00249,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00250,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00251,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00252,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00253,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00254,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00255,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available
MSME-00256,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00257,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00258,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00259,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00260,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00261,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00262,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00263,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00264,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00265,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00266,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00267,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00268,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00269,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00270,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00271,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00272,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00273,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00274,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00275,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00276,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00277,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00278,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00279,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00280,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00281,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00282,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00283,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00284,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00285,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00286,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00287,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00288,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00289,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00290,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00291,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00292,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00293,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00294,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00295,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00296,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00297,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00298,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00299,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00300,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00301,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00302,available,available,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00303,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00304,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00305,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00306,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00307,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00308,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00309,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00310,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00311,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00312,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00313,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00314,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00315,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00316,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00317,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00318,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00319,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00320,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00321,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00322,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00323,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00324,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00325,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00326,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00327,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00328,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00329,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00330,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00331,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00332,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00333,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00334,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00335,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00336,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00337,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00338,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00339,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00340,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00341,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00342,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00343,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00344,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00345,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00346,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00347,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00348,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00349,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00350,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
