borrower_id,period,employee_count,wage_bill_inr,employer_contribution_inr,employee_contribution_inr,due_date,remittance_date,source,ingested_at,record_id,consent_id
MSME-00055,2026-04,36,709246.28,42554.78,42554.78,2026-05-15,2026-05-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,730760fe-0d84-4d59-a961-8f26d9b42172,54d17d01-c88b-492c-93be-3069e3f1df98
MSME-00055,2026-05,35,674715.76,40482.95,40482.95,2026-06-15,2026-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,877cbaf9-3a79-49ef-85d8-62a90cee569d,54d17d01-c88b-492c-93be-3069e3f1df98
MSME-00055,2026-06,35,629144.62,37748.68,37748.68,2026-07-15,2026-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,14ebb11a-7a2c-4425-92f4-ec32cea097a2,54d17d01-c88b-492c-93be-3069e3f1df98
MSME-00056,2024-07,34,568359.24,34101.55,34101.55,2024-08-15,2024-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f7981487-e493-4e89-b306-69a0a7e61eac,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2024-08,34,638670.52,38320.23,38320.23,2024-09-15,2024-09-18,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b187e36a-0812-441d-bdee-fbfbf5c5a264,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2024-09,34,600220.24,36013.21,36013.21,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,660fa5b6-e8a8-4681-b15c-c6802bc78bb8,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2024-10,34,627965.14,37677.91,37677.91,2024-11-15,2024-11-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,30c2a9ff-916d-4ffb-9689-4aed022da6e3,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2024-11,33,567536.9,34052.21,34052.21,2024-12-15,2024-12-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,366a1eb8-c318-4043-872e-3fbd9e0a3d19,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2024-12,34,599508.88,35970.53,35970.53,2025-01-15,2025-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,85430282-d500-4dfb-9761-264cfb9f94ad,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-01,34,627851.75,37671.1,37671.1,2025-02-15,2025-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5ce5787c-6ced-49cf-a072-bbdc14418e24,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-02,34,578357.99,34701.48,34701.48,2025-03-15,2025-03-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,4d81668f-8c14-4064-a304-be5ff49bfa63,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-03,34,553206.2,33192.37,33192.37,2025-04-15,2025-04-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d927e34f-50a9-4edd-b082-6508e5484a5d,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-04,34,597114.23,35826.85,35826.85,2025-05-15,2025-05-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,8c74a348-02f4-4d27-a58d-7ffa0af76af5,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-05,34,586639.94,35198.4,35198.4,2025-06-15,2025-06-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cd7cfd52-a2c2-4089-a4d6-f8f4069d0591,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-06,34,600500.05,36030.0,36030.0,2025-07-15,2025-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,30a9d776-efac-4359-b21f-ffabbdaa253d,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-07,34,583742.03,35024.52,35024.52,2025-08-15,2025-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b886e06c-8276-4c80-b6ed-12ac90eb90df,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-08,34,640883.83,38453.03,38453.03,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,acb5e633-35b5-45a5-80bb-1c6fbfa5d814,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-09,33,642140.18,38528.41,38528.41,2025-10-15,2025-10-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,54555b1d-4889-4a42-99da-a80d3bb564c0,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-10,33,601888.88,36113.33,36113.33,2025-11-15,2025-11-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,e7168a7a-5dde-4c88-acc2-a9d09a23338a,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-11,34,592549.14,35552.95,35552.95,2025-12-15,2025-12-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d94658d9-147f-4ddf-8cd3-ef269ca0a964,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2025-12,34,658690.65,39521.44,39521.44,2026-01-15,2026-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6dd46af3-40bb-4e82-8472-c54b33865758,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2026-01,35,609079.16,36544.75,36544.75,2026-02-15,2026-02-16,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a8596569-b71c-491b-a883-f4911822b760,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2026-02,36,631403.34,37884.2,37884.2,2026-03-15,2026-03-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b1039cab-7c53-4d21-b39e-df7e7d8a38ab,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2026-03,35,572594.57,34355.67,34355.67,2026-04-15,2026-04-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b015e194-ac6f-4ae2-82a0-17eb2599e7eb,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2026-04,35,591764.8,35505.89,35505.89,2026-05-15,2026-05-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9e89b67d-b214-48f1-8aee-9c3c63116458,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2026-05,35,604863.71,36291.82,36291.82,2026-06-15,2026-06-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,881ff963-bc20-4860-91ca-925b1e18e8a3,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00056,2026-06,35,608249.79,36494.99,36494.99,2026-07-15,2026-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,4ef81b7c-7367-48f1-b2cb-4e57892de196,e6263f75-77d9-4712-b21d-3d7790028e61
MSME-00061,2024-07,12,200190.53,12011.43,12011.43,2024-08-15,2024-08-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6e9526e9-0467-46ee-bf10-6986bbb58bf1,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2024-08,12,235575.65,14134.54,14134.54,2024-09-15,2024-09-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,4ff982ad-4f4f-49ef-831e-02e61b014654,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2024-09,12,202799.13,12167.95,12167.95,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,1cc408ee-38df-4823-aa07-f02e8ba148d4,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2024-10,12,225818.13,13549.09,13549.09,2024-11-15,2024-11-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3b061648-f4ce-45b6-8171-f91ffd8398a5,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2024-11,12,236867.74,14212.06,14212.06,2024-12-15,2024-12-22,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c862c7d9-969f-4b81-883f-012d53b68012,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2024-12,12,235527.8,14131.67,14131.67,2025-01-15,2025-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,dbebaf7f-c45b-4fee-8589-c9151083ea51,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-01,12,223427.06,13405.62,13405.62,2025-02-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,66051db6-7b59-4e02-98cf-2540beb56684,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-02,12,211651.78,12699.11,12699.11,2025-03-15,2025-03-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,e30c363a-7822-42f0-b15a-44c783a91063,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-03,12,217036.96,13022.22,13022.22,2025-04-15,2025-04-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0f8107f3-ae93-4b62-a687-a2bf6837297c,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-04,12,222759.57,13365.57,13365.57,2025-05-15,2025-05-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f762b108-bed1-4be9-9b72-ced24c436624,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-05,12,224065.24,13443.91,13443.91,2025-06-15,2025-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,060d49a7-d64a-4720-b327-5c52340e9a6f,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-06,12,197500.97,11850.06,11850.06,2025-07-15,,epfo_contributions,2026-07-07T17:29:40.342070+00:00,546b3c70-a08a-4c10-ad1c-b07b2ac05df9,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-07,12,217540.42,13052.43,13052.43,2025-08-15,2025-08-19,epfo_contributions,2026-07-07T17:29:40.342070+00:00,48db0d23-e640-4082-a837-532a3b81fe8a,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-08,12,220419.45,13225.17,13225.17,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c4ef1929-3b48-4c86-8cf9-cac5445d4e8b,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-09,12,208490.68,12509.44,12509.44,2025-10-15,2025-10-19,epfo_contributions,2026-07-07T17:29:40.342070+00:00,06cc2337-7515-42c4-9602-8840d41c7b3f,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-10,12,205202.61,12312.16,12312.16,2025-11-15,2025-11-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f763d6a4-95a9-480d-8116-951472755f51,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-11,13,225965.32,13557.92,13557.92,2025-12-15,2025-12-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7e2d50df-5382-41a6-8366-6889c2f991d1,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2025-12,13,245685.92,14741.16,14741.16,2026-01-15,2026-01-19,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5c16a4aa-8029-452f-a4d8-a27f25cc104c,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2026-01,13,224258.76,13455.53,13455.53,2026-02-15,2026-02-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,80e7bd22-e227-45a1-96ae-da39819c67fd,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2026-02,12,217421.63,13045.3,13045.3,2026-03-15,2026-03-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,71d48e0e-4507-443d-9256-70cb02a40d50,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2026-03,12,209388.27,12563.3,12563.3,2026-04-15,2026-04-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,0564681d-c47b-4091-873c-5744b775f003,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2026-04,12,221694.1,13301.65,13301.65,2026-05-15,2026-05-28,epfo_contributions,2026-07-07T17:29:40.342070+00:00,20bca99c-f7ea-46eb-857c-86c675dcc8df,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2026-05,12,225944.96,13556.7,13556.7,2026-06-15,2026-06-22,epfo_contributions,2026-07-07T17:29:40.342070+00:00,e4d14004-67cf-4cce-83d6-519850680cb4,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00061,2026-06,12,205416.99,12325.02,12325.02,2026-07-15,2026-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,e6bbf4a7-c1a9-4e6b-8c48-50089a47402f,f429e7b3-fd8f-498d-8258-00061d81f6f9
MSME-00064,2024-07,29,547733.9,32864.03,32864.03,2024-08-15,2024-08-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b0d8c203-18ce-4522-8f3f-acef3662405a,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2024-08,29,571159.2,34269.55,34269.55,2024-09-15,2024-09-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,295dfbbf-a297-4137-86a8-ee9327380c06,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2024-09,29,521028.86,31261.73,31261.73,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,134dcb9e-dcd9-44d3-8fac-345b9c265584,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2024-10,29,569290.8,34157.45,34157.45,2024-11-15,2024-11-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a57fb286-d38d-4427-b40a-e703bd4b5e0f,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2024-11,29,475405.54,28524.33,28524.33,2024-12-15,2024-12-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,db584153-ca9d-4cc4-b362-0de94124cdc2,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2024-12,28,464896.99,27893.82,27893.82,2025-01-15,2025-01-22,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7b9a7628-8694-4a3c-b37f-faaaefc8341a,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-01,27,446217.3,26773.04,26773.04,2025-02-15,2025-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,84f7de1c-855e-4486-ac9d-04465464cdce,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-02,26,428909.85,25734.59,25734.59,2025-03-15,2025-03-18,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a6998ff8-3123-480e-89bc-95479f3a3cd4,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-03,26,450722.57,27043.35,27043.35,2025-04-15,2025-04-20,epfo_contributions,2026-07-07T17:29:40.342070+00:00,509d321d-f9f8-49d3-9a91-6158bd70ec45,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-04,26,487706.7,29262.4,29262.4,2025-05-15,2025-05-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,655099f0-7fb7-4c2a-a43a-92b4d2698f94,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-05,26,446259.19,26775.55,26775.55,2025-06-15,2025-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b8506bf2-fa74-45ff-9a1e-f608a77f5853,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-06,27,440197.67,26411.86,26411.86,2025-07-15,2025-07-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a5bd8f18-fdf6-4eef-b41d-69b535d50eb5,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-07,27,488148.27,29288.9,29288.9,2025-08-15,2025-08-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,07328757-0052-4ab4-8d1e-1908209ff599,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-08,28,501783.46,30107.01,30107.01,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6f120135-8e36-4eae-bf0e-e951110a3cef,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-09,27,474544.68,28472.68,28472.68,2025-10-15,2025-10-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cf42f076-f4d7-4011-a6e9-308da2a47f35,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-10,27,494998.55,29699.91,29699.91,2025-11-15,2025-11-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,8b02bc21-a5ed-41bb-8b30-5703c0cee775,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-11,28,518079.94,31084.8,31084.8,2025-12-15,2025-12-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,bb170a28-dd41-4189-9236-2bc4025d4d8b,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2025-12,28,550720.25,33043.21,33043.21,2026-01-15,2026-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,1ff76f8e-49a7-4add-94c1-30da69237486,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2026-01,28,483793.84,29027.63,29027.63,2026-02-15,2026-02-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9b69203b-b3e6-478c-b4c2-8e8635f4973e,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2026-02,29,490489.01,29429.34,29429.34,2026-03-15,2026-03-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,266ca259-9542-4963-9c88-b68d99adbdd9,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2026-03,29,502902.57,30174.15,30174.15,2026-04-15,2026-04-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,7b6d3038-1ed6-491b-afe3-1a2c44f5b46f,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2026-04,30,591298.86,35477.93,35477.93,2026-05-15,2026-05-22,epfo_contributions,2026-07-07T17:29:40.342070+00:00,57773882-56f5-4c34-8038-3f568dd39708,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2026-05,30,581791.14,34907.47,34907.47,2026-06-15,2026-06-19,epfo_contributions,2026-07-07T17:29:40.342070+00:00,990c9a07-7faa-44ae-8ec6-b1cfc673bba2,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00064,2026-06,29,477915.94,28674.96,28674.96,2026-07-15,2026-07-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,5efa9b24-f731-43f6-9a69-8afe3e81750f,ee833a7c-af6a-4de4-bf9a-ae8ece23e890
MSME-00065,2024-07,54,950463.49,57027.81,57027.81,2024-08-15,2024-08-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cf0ae91c-86e3-4f52-99e1-a0c59d59c5bc,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2024-08,56,1038921.72,62335.3,62335.3,2024-09-15,2024-09-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,415b0e08-2767-44a7-aed9-d73c63bef1a4,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2024-09,57,1101273.61,66076.42,66076.42,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,14f14701-3bcb-4f41-ba00-0257ed1ede4f,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2024-10,57,1071137.52,64268.25,64268.25,2024-11-15,2024-11-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,87810047-69d9-4638-8133-17a8be080ece,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2024-11,58,1029006.79,61740.41,61740.41,2024-12-15,2024-12-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,da798867-b631-42fc-b3e2-348171e5a643,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2024-12,59,1087127.7,65227.66,65227.66,2025-01-15,2025-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,705f1ba6-d944-4923-9c67-c4abdd8451ae,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-01,57,1125558.78,67533.53,67533.53,2025-02-15,2025-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b426d41e-e4f1-40f7-957d-de53476503e4,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-02,58,1033333.6,62000.02,62000.02,2025-03-15,2025-03-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,9a4fd660-c2cb-4e05-93e0-a6d8674fded3,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-03,58,1078949.95,64737.0,64737.0,2025-04-15,2025-04-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,ac40fb4a-94d0-4810-a39f-0b843e1f3240,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-04,60,1044380.77,62662.85,62662.85,2025-05-15,2025-05-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c7501b1c-b5b3-4b9b-bc03-7929e5bbaa93,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-05,61,1119373.78,67162.43,67162.43,2025-06-15,2025-06-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c64aae91-b3ed-4ac0-8229-157474b5b962,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-06,60,1081813.41,64908.8,64908.8,2025-07-15,2025-07-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,20e8dd4d-162b-4061-b6f7-1f114f167195,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-07,61,1203894.82,72233.69,72233.69,2025-08-15,2025-08-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,79acc3c9-c4cb-4f17-b9ed-aac92256b5a9,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-08,61,1069268.85,64156.13,64156.13,2025-09-15,2025-09-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,3219a81c-e5af-4610-ba58-6de29c342a86,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-09,60,1135544.78,68132.69,68132.69,2025-10-15,2025-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d33fe69a-b678-4f28-9161-a8cb10af3d7a,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-10,59,1145819.25,68749.15,68749.15,2025-11-15,2025-11-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,38ee17d7-2962-45db-a450-f0a14a8f2135,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-11,61,1200305.74,72018.34,72018.34,2025-12-15,2025-12-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,2888f8c2-91a4-47bf-8a6a-402d172bdf69,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2025-12,61,1134487.59,68069.26,68069.26,2026-01-15,2026-01-17,epfo_contributions,2026-07-07T17:29:40.342070+00:00,64c1aeb2-2a34-444d-b70c-cc4980d91846,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2026-01,63,1194211.15,71652.67,71652.67,2026-02-15,2026-02-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,fe49c1cf-7a81-4b51-b112-aaa9c7e52989,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2026-02,62,1227477.58,73648.65,73648.65,2026-03-15,2026-03-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f5d4fd8e-548d-4ccd-a3f8-289100d1d145,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2026-03,62,1125837.34,67550.24,67550.24,2026-04-15,2026-04-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,cbf58c10-6c9e-477c-ab7d-d5ef90170cf6,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2026-04,62,1088879.37,65332.76,65332.76,2026-05-15,2026-05-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b8201ddd-db35-488b-b14e-2aaeed0bee90,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2026-05,62,1164387.41,69863.24,69863.24,2026-06-15,2026-06-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d6edcb95-f95c-4bdf-92ae-b07eac5c7de6,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00065,2026-06,61,1158881.02,69532.86,69532.86,2026-07-15,2026-07-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,1a500499-e167-458f-b4a5-288d2f8c7d8a,70d3da92-4ab1-4e0b-bfb7-be58e67376da
MSME-00073,2024-07,31,602439.44,36146.37,36146.37,2024-08-15,2024-08-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,caf7b129-4019-418a-9e2d-bf2d3a762afc,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2024-08,31,577399.69,34643.98,34643.98,2024-09-15,2024-09-23,epfo_contributions,2026-07-07T17:29:40.342070+00:00,b7ba5ae4-6102-439c-acd6-cf1d09c559a1,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2024-09,32,617996.96,37079.82,37079.82,2024-10-15,2024-10-14,epfo_contributions,2026-07-07T17:29:40.342070+00:00,43b2531d-5321-4dc5-95fe-df0ca86550ba,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2024-10,32,530846.29,31850.78,31850.78,2024-11-15,2024-12-02,epfo_contributions,2026-07-07T17:29:40.342070+00:00,6cb876c5-9074-4d95-92d5-9610cee1ae45,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2024-11,32,521275.01,31276.5,31276.5,2024-12-15,2024-12-31,epfo_contributions,2026-07-07T17:29:40.342070+00:00,f64f0920-211a-487d-b25b-deb662a363a9,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2024-12,31,530577.39,31834.64,31834.64,2025-01-15,2025-01-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,aaa12f45-99ca-4e50-86f9-c2356ee36d5f,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2025-01,30,590796.7,35447.8,35447.8,2025-02-15,2025-02-15,epfo_contributions,2026-07-07T17:29:40.342070+00:00,90390a06-ab8c-41b0-a64a-f3feca7a4de8,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2025-02,31,588158.33,35289.5,35289.5,2025-03-15,2025-03-29,epfo_contributions,2026-07-07T17:29:40.342070+00:00,14419089-ea62-46cf-976a-babd91e930e4,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2025-03,31,536997.76,32219.87,32219.87,2025-04-15,2025-04-23,epfo_contributions,2026-07-07T17:29:40.342070+00:00,a4b0d523-53bc-4738-8c71-f2da1b8ff30d,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2025-04,30,520234.24,31214.05,31214.05,2025-05-15,2025-05-13,epfo_contributions,2026-07-07T17:29:40.342070+00:00,c51c6f45-5e99-4bb3-91f9-db81d2f71963,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2025-05,28,549203.84,32952.23,32952.23,2025-06-15,2025-06-26,epfo_contributions,2026-07-07T17:29:40.342070+00:00,39205dee-635b-4529-bd60-05251fab47da,7a621f5b-e359-46ae-b73c-ba4bc851bb98
MSME-00073,2025-06,27,500664.25,30039.85,30039.85,2025-07-15,2025-08-02,epfo_contributions,2026-07-07T17:29:40.342070+00:00,d401fc75-acbe-41ed-aaf6-56704a3035d0,7a621f5b-e359-46ae-b73c-ba4bc851bb98
