borrower_id,tier,sector,has_epfo,is_gst_registered,balance_sheet_available,has_bureau_record,has_existing_loan,has_collateral,current_ratio,leverage_ratio,dscr,interest_coverage_ratio,cash_flow_match_ratio,revenue_cagr_3yr,projected_revenue_growth_rate,customer_concentration_pct,supplier_concentration_pct,turnover_bank_ratio,gst_bank_consistency_flag,bureau_score,credit_limit_utilization_pct,bureau_report_date,owner_time_in_business_years,civil_suit_years_since_active,other_legal_dispute_years_since_active,cheque_bounce_rate,cheque_bounce_count_annualized,net_worth_to_assets_ratio,collateral_type,construction_status,estimated_value_inr,compliance_window_months,utility_payment_timeliness,rent_payment_timeliness,salary_payment_timeliness,gst_ontime_filing_ratio,gst_missed_filing_rate,gst_avg_filing_delay_days,gst_compliance_window_periods,epfo_ontime_remittance_ratio,epfo_compliance_window_periods,covenant_compliance_flag,capacity__current_ratio_status,capacity__leverage_ratio_status,capacity__dscr_status,capacity__interest_coverage_ratio_status,capacity__cash_flow_match_ratio_status,capacity__revenue_cagr_3yr_status,capacity__projected_revenue_growth_rate_status,capacity__customer_concentration_pct_status,capacity__supplier_concentration_pct_status,character__bureau_score_status,character__civil_suit_years_since_active_status,character__other_legal_dispute_years_since_active_status,character__owner_time_in_business_years_status,character__cheque_bounce_rate_status,capital__net_worth_to_assets_ratio_status,compliance__covenant_compliance_flag_status,compliance__gst_ontime_filing_ratio_status,compliance__epfo_ontime_remittance_ratio_status,compliance__utility_payment_timeliness_status,compliance__rent_payment_timeliness_status,compliance__salary_payment_timeliness_status,collateral__collateral_quality_score_status
MSME-00097,A,manufacturing,False,True,False,True,False,False,,,,,34.54,,0.125,32.9,48.82,0.3454367861614493,bank_inflow_much_lower_than_declared,722.0,64.0,2026-06-07,4.2,100.0,100.0,0.002,7.35,,,,,5,1.0,0.6,0.8,0.833,0.0,-1.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00098,A,services,False,False,False,True,True,False,,,5.219,10.0,40.22,,0.1264,38.1,36.31,,unscoreable,752.0,51.7,2026-06-27,3.3,100.0,100.0,0.0068,11.97,,,,,2,1.0,0.5,1.0,,,,,,,1.0,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00099,A,manufacturing,False,True,False,True,False,False,,,,,100.0,0.06,0.1306,32.18,30.53,1.4811194079574488,consistent,772.0,35.1,2026-06-08,2.6,100.0,100.0,0.004,14.96,,,,,6,1.0,1.0,0.833,1.0,0.0,-1.5,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00100,C,manufacturing,True,True,False,True,True,True,,,2.231,10.0,63.06,0.21,0.013,30.94,35.63,0.6306185162408141,consistent,656.0,68.9,2026-05-17,4.1,100.0,100.0,0.0245,28.08,,commercial,constructed,54290224.61,6,1.0,0.833,0.5,0.833,0.0,0.0,6.0,1.0,6.0,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00101,C,services,True,True,True,True,True,True,2.07,0.419,10.0,10.0,100.0,0.01,0.1154,30.41,34.51,1.9685098731637352,consistent,787.0,64.5,2026-06-05,6.5,100.0,100.0,0.0028,6.98,0.3966,industrial,bare_plot,108440707.99,6,0.667,0.667,1.0,0.5,0.0,0.33,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00102,C,trading,True,True,True,True,False,False,1.727,0.396,,,100.0,0.03,0.1346,28.83,33.41,1.946485968252956,consistent,783.0,35.1,2026-05-31,13.0,100.0,100.0,0.0046,17.0,0.585,,,,6,1.0,1.0,1.0,1.0,0.0,-1.83,6.0,0.667,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00103,A,trading,False,True,True,False,True,False,2.241,0.614,10.0,10.0,100.0,0.09,0.1534,33.38,48.7,1.511412723909738,consistent,,,,7.2,100.0,100.0,0.002,6.0,0.4227,,,,6,1.0,1.0,1.0,1.0,0.0,-1.5,6.0,,,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00104,C,manufacturing,True,True,False,True,False,False,,,,,100.0,0.02,0.1166,29.75,38.04,1.0393464003559034,consistent,704.0,43.6,2026-06-13,13.2,100.0,0.0,0.0044,15.96,,,,,6,1.0,1.0,0.833,1.0,0.0,-1.17,6.0,1.0,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00105,C,manufacturing,True,True,False,False,False,False,,,,,100.0,-0.53,-0.085,36.57,35.0,1.922651058259528,consistent,,,,6.4,100.0,100.0,0.0388,70.81,,,,,6,0.5,0.5,0.5,0.667,0.167,3.0,6.0,0.333,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00106,C,services,True,True,False,True,True,False,,,10.0,10.0,51.07,0.02,0.0117,55.68,38.39,0.5107385835811338,consistent,723.0,49.2,2026-06-26,15.2,100.0,100.0,0.0154,37.9,,,,,6,0.833,1.0,0.667,1.0,0.0,-1.83,6.0,0.833,6.0,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,not_applicable
MSME-00107,A,retail,False,True,True,False,False,False,2.252,0.43,,,18.28,,0.1187,29.53,25.77,0.1827807788424065,bank_inflow_much_lower_than_declared,,,,3.7,100.0,100.0,0.0034,4.56,0.3955,,,,3,1.0,0.667,0.667,0.833,0.0,-0.83,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00108,A,services,False,True,False,False,True,False,,,10.0,10.0,100.0,0.19,0.1155,34.16,40.83,1.251088862447029,consistent,,,,3.8,100.0,100.0,0.0022,7.98,,,,,6,0.833,1.0,1.0,0.833,0.0,-0.67,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00109,A,manufacturing,False,True,False,True,False,True,,,,,74.83,,0.1215,28.8,55.02,0.7482701749876658,consistent,812.0,29.9,2026-05-03,8.9,100.0,100.0,0.005,9.01,,commercial,constructed,46965073.87,3,0.667,0.667,0.667,1.0,0.0,-1.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00110,C,retail,True,True,True,True,True,False,2.556,0.848,6.938,10.0,73.63,0.14,0.1261,45.77,48.2,0.7362503343211408,consistent,822.0,39.4,2026-05-31,11.8,100.0,100.0,0.0038,13.96,0.5036,,,,6,1.0,1.0,1.0,1.0,0.0,-1.33,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00111,A,retail,False,True,True,True,True,False,1.305,1.376,4.67,10.0,100.0,-0.03,0.0113,37.65,31.46,1.8652321100786904,consistent,762.0,69.2,2026-06-11,3.9,4.71,100.0,0.0118,28.92,0.3123,,,,6,0.5,1.0,0.333,0.833,0.0,-0.33,6.0,,,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00112,A,services,False,True,False,True,False,False,,,,,100.0,-0.56,-0.0856,42.08,40.15,4.241177796068173,bank_inflow_much_higher_than_declared,665.0,86.4,2026-05-20,1.3,100.0,100.0,0.0474,59.33,,,,,6,0.167,0.167,0.333,0.5,0.0,9.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00113,A,retail,False,True,True,False,False,False,1.001,5.435,,,60.97,0.04,-0.08,33.63,43.32,0.6097393859772899,consistent,,,,1.5,100.0,100.0,0.033,24.75,0.149,,,,6,1.0,0.5,0.333,0.0,0.167,26.4,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00114,A,retail,False,True,False,True,True,False,,,0.0,0.0,64.74,-0.36,-0.089,32.56,34.1,0.6474319857904676,consistent,749.0,100.0,2026-06-09,11.0,100.0,100.0,0.0519,25.49,,,,,6,0.167,0.333,0.167,0.5,0.0,13.17,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00115,A,retail,False,True,True,True,False,False,1.14,10.0,,,42.28,,-0.0914,26.46,29.13,0.4228426836666341,bank_inflow_much_lower_than_declared,534.0,98.0,2026-06-27,4.5,100.0,100.0,0.0396,43.17,0.138,,,,4,0.25,0.0,0.5,0.333,0.167,14.0,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00116,C,retail,True,True,True,False,True,False,1.027,5.26,1.028,6.949,100.0,-0.34,-0.0944,33.57,55.42,1.2740011978870716,consistent,,,,7.1,100.0,100.0,0.0458,85.0,0.2059,,,,6,0.333,0.5,0.833,0.167,0.0,19.67,6.0,0.333,6.0,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00117,C,retail,True,True,True,True,True,True,3.145,0.449,3.754,10.0,100.0,0.05,0.1161,40.74,31.19,1.163453551665657,consistent,684.0,26.8,2026-06-18,14.1,100.0,100.0,0.0021,8.0,0.3577,residential,constructed,85002468.3,6,0.833,1.0,0.833,1.0,0.0,-1.17,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00118,C,services,True,True,False,True,True,True,,,3.461,10.0,100.0,-0.04,0.1337,48.26,39.37,1.1339156658718492,consistent,758.0,57.2,2026-06-27,10.8,100.0,100.0,0.0046,17.0,,residential,constructed,66883596.78,6,1.0,1.0,0.833,1.0,0.0,-0.67,6.0,1.0,6.0,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00119,A,retail,False,True,False,True,True,False,,,2.663,8.048,68.19,0.0,0.1387,30.11,33.42,0.6819449656056739,consistent,667.0,40.1,2026-05-09,3.3,100.0,100.0,0.0035,4.06,,,,,6,1.0,1.0,0.833,1.0,0.0,-1.83,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00120,C,services,True,True,False,True,False,True,,,,,83.45,0.15,0.0117,34.32,45.59,0.8345355953952854,consistent,675.0,67.2,2026-06-22,16.5,100.0,100.0,0.0166,39.89,,commercial,constructed,82794320.35,6,1.0,0.667,1.0,0.667,0.0,2.0,6.0,0.833,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00121,A,trading,False,True,False,False,False,True,,,,,100.0,0.21,0.1401,45.55,49.01,1.1727431462455862,consistent,,,,7.3,100.0,100.0,0.0022,4.99,,residential,constructed,35790209.51,6,0.833,0.667,1.0,1.0,0.0,-2.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00122,C,manufacturing,True,True,True,True,False,True,1.152,10.0,,,100.0,-0.27,-0.0797,32.95,30.3,1.0765599037870868,consistent,512.0,100.0,2026-06-28,12.4,100.0,0.0,0.0394,72.8,0.1398,residential,bare_plot,86734726.55,6,0.333,0.333,0.667,0.333,0.167,13.2,6.0,0.667,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00123,A,retail,False,True,False,False,False,False,,,,,100.0,-0.27,0.0124,28.9,36.06,1.853026292029124,consistent,,,,3.9,100.0,100.0,0.0158,28.0,,,,,6,1.0,0.667,0.5,0.5,0.0,1.5,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00124,A,services,False,True,False,False,False,True,,,,,57.67,,0.0126,38.16,38.92,0.5767057303601519,consistent,,,,14.5,100.0,100.0,0.0148,32.81,,commercial,bare_plot,67508252.69,3,1.0,0.333,0.667,0.833,0.0,-0.33,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00125,A,retail,False,True,False,True,False,False,,,,,100.0,0.09,0.125,49.48,32.13,1.648189852004711,consistent,725.0,39.7,2026-05-11,6.2,100.0,100.0,0.0042,15.0,,,,,6,1.0,0.833,0.833,1.0,0.0,-0.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00126,A,manufacturing,False,True,False,False,False,False,,,,,83.99,0.03,0.1258,38.59,41.77,0.8398515677547145,consistent,,,,2.4,100.0,100.0,0.0027,3.99,,,,,6,0.833,0.833,0.667,1.0,0.0,-1.33,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00127,A,trading,False,True,False,False,False,False,,,,,100.0,-0.05,0.1209,38.34,32.32,2.796640727190605,bank_inflow_much_higher_than_declared,,,,5.5,100.0,100.0,0.0033,12.0,,,,,6,1.0,0.833,1.0,1.0,0.0,-1.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00128,A,trading,False,True,False,True,False,False,,,,,100.0,-0.3,-0.0821,44.05,31.94,5.162158511116221,bank_inflow_much_higher_than_declared,503.0,87.9,2026-05-09,3.3,100.0,100.0,0.0526,95.74,,,,,6,0.333,0.667,0.0,0.333,0.0,18.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00129,A,services,False,False,True,True,False,True,1.766,1.82,,,58.5,-0.07,0.0114,52.94,39.89,,unscoreable,691.0,66.0,2026-06-22,3.1,100.0,100.0,0.015,13.07,0.3247,commercial,constructed,39213327.87,6,0.667,0.833,0.833,,,,,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,available
MSME-00130,A,retail,False,True,False,True,False,False,,,,,100.0,-0.14,0.0142,46.55,36.59,1.0908395675680125,consistent,737.0,86.1,2026-06-25,8.1,100.0,100.0,0.0189,46.0,,,,,6,1.0,0.833,0.833,0.833,0.0,-1.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00131,A,services,False,True,True,True,False,False,2.505,0.416,,,100.0,0.27,0.1276,33.63,34.91,1.7591019779808648,consistent,735.0,42.3,2026-05-04,1.8,100.0,100.0,0.004,12.96,0.3831,,,,6,1.0,0.833,1.0,1.0,0.0,-2.0,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00132,C,services,True,True,True,False,False,True,2.108,0.284,,,100.0,0.09,0.1049,48.58,30.28,1.1520039004174951,consistent,,,,6.6,100.0,100.0,0.0041,14.96,0.4129,residential,bare_plot,63153761.12,6,1.0,0.667,1.0,1.0,0.0,-1.17,6.0,0.833,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00133,A,manufacturing,False,True,False,False,False,False,,,,,100.0,0.19,0.1388,33.94,50.11,2.260226201893854,consistent,,,,6.8,100.0,100.0,0.0044,16.0,,,,,6,1.0,0.833,1.0,0.833,0.0,-0.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00134,A,services,False,True,False,True,False,True,,,,,32.09,,0.0144,39.2,42.79,0.320895875173749,bank_inflow_much_lower_than_declared,676.0,53.9,2026-05-29,1.7,100.0,100.0,0.0131,33.18,,residential,constructed,83585638.59,3,0.667,0.0,0.667,0.667,0.167,-0.2,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00135,A,retail,False,True,False,True,False,False,,,,,100.0,-0.24,0.0108,41.49,43.88,2.3603987311016663,bank_inflow_much_higher_than_declared,713.0,32.5,2026-05-09,0.9,100.0,100.0,0.0185,45.0,,,,,6,0.667,0.667,0.667,0.833,0.0,-1.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00136,A,retail,False,True,True,True,False,False,2.393,0.581,,,58.74,,0.1344,39.23,45.18,0.5874206777694138,consistent,677.0,75.5,2026-05-15,3.1,100.0,100.0,0.0058,21.19,0.4617,,,,6,0.833,0.667,0.833,0.833,0.0,-0.17,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00137,C,manufacturing,True,True,False,True,False,False,,,,,100.0,-0.44,-0.0939,33.05,33.82,1.9601368401018289,consistent,533.0,94.1,2026-06-15,16.2,100.0,100.0,0.044,80.0,,,,,6,0.333,0.5,0.667,0.5,0.333,6.0,6.0,0.667,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable
MSME-00138,A,retail,False,True,False,False,False,False,,,,,80.73,0.3,0.1415,32.77,31.07,0.8073028649837308,consistent,,,,5.0,100.0,100.0,0.0053,13.0,,,,,6,1.0,0.833,0.833,0.833,0.0,-0.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00139,C,retail,True,True,True,True,False,True,0.638,9.11,,,94.34,-0.54,-0.0888,43.76,30.03,0.9433613396080124,consistent,562.0,100.0,2026-05-22,4.9,100.0,100.0,0.0523,33.86,0.1468,industrial,constructed,55915336.58,6,0.5,0.167,0.0,0.167,0.0,19.67,6.0,0.5,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00140,A,services,False,True,False,False,True,False,,,10.0,10.0,100.0,0.13,0.129,35.57,31.19,1.8798581800704757,consistent,,,,4.0,100.0,100.0,0.0046,17.0,,,,,6,1.0,1.0,0.833,1.0,0.0,-1.67,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00141,A,trading,False,True,True,True,False,False,2.122,0.483,,,63.68,0.07,0.1341,35.32,40.02,0.6367839030066227,consistent,677.0,50.0,2026-05-08,10.2,100.0,100.0,0.0027,3.02,0.4226,,,,6,1.0,1.0,1.0,1.0,0.0,-1.0,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00142,A,services,False,True,False,False,True,False,,,0.808,2.709,100.0,-0.58,-0.0922,28.98,37.93,4.011187533031525,bank_inflow_much_higher_than_declared,,,,2.5,6.23,9.37,0.0391,38.53,,,,,6,0.5,0.667,0.5,0.667,0.0,7.83,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00143,C,services,True,True,False,True,True,True,,,2.526,8.288,47.75,0.07,0.1377,40.77,49.99,0.477548797365119,consistent,748.0,47.8,2026-06-28,6.9,100.0,100.0,0.0021,2.02,,residential,constructed,9352208.33,6,0.833,0.833,0.833,1.0,0.0,-0.17,6.0,1.0,6.0,0.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00144,A,trading,False,True,False,True,False,True,,,,,100.0,0.37,0.1271,37.44,36.61,1.069630684230271,consistent,760.0,46.2,2026-05-29,3.0,100.0,100.0,0.0036,12.93,,residential,constructed,87311888.8,6,1.0,0.833,1.0,1.0,0.0,-1.5,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00145,A,retail,False,True,False,False,False,True,,,,,100.0,-0.08,0.1414,37.39,41.17,1.2354866857782911,consistent,,,,3.6,100.0,100.0,0.0034,5.0,,residential,constructed,24174902.03,6,1.0,1.0,0.833,1.0,0.0,-0.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00146,A,manufacturing,False,True,False,False,False,True,,,,,97.05,0.46,0.1262,32.64,31.52,0.9704662654647864,consistent,,,,4.2,100.0,100.0,0.0038,14.0,,commercial,constructed,134116467.33,6,0.833,0.833,1.0,0.833,0.0,-1.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00147,A,manufacturing,False,True,False,False,True,True,,,3.415,10.0,100.0,-0.2,0.0111,49.18,34.38,2.3408995513633983,consistent,,,,4.7,100.0,100.0,0.0157,38.0,,industrial,constructed,232179337.78,6,0.667,0.833,0.667,0.833,0.0,-0.17,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00148,A,retail,False,True,False,True,False,False,,,,,100.0,-0.35,-0.0749,32.83,49.47,1.5122608620024942,consistent,587.0,88.4,2026-05-11,2.5,100.0,100.0,0.0489,89.75,,,,,6,0.833,0.333,0.333,0.333,0.333,8.75,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00149,A,services,False,True,True,True,False,False,0.621,10.0,,,76.46,0.05,-0.0868,46.9,46.68,0.7645697055270041,consistent,588.0,63.1,2026-06-15,4.3,100.0,100.0,0.0387,49.13,0.1873,,,,6,0.167,0.5,0.5,0.167,0.167,20.0,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00150,A,manufacturing,False,True,True,False,False,False,2.161,0.452,,,100.0,-0.03,0.1307,48.68,54.89,3.0742384921273413,bank_inflow_much_higher_than_declared,,,,3.5,100.0,100.0,0.0041,14.96,0.3915,,,,6,1.0,0.833,0.833,0.833,0.0,-0.67,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00151,C,manufacturing,True,True,True,True,False,False,2.102,1.985,,,71.91,0.12,0.013,30.54,38.4,0.7191460368054561,consistent,660.0,89.8,2026-06-09,12.1,100.0,100.0,0.0205,48.0,0.2298,,,,6,1.0,0.833,1.0,0.5,0.0,2.17,6.0,0.333,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00152,C,retail,True,True,True,True,True,False,2.056,0.182,2.934,10.0,100.0,0.13,0.1226,34.68,32.4,1.1241892308930217,consistent,742.0,34.4,2026-06-11,15.8,100.0,100.0,0.0039,13.96,0.4454,,,,6,0.833,0.667,0.833,0.833,0.0,-0.5,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00153,A,retail,False,True,False,False,True,False,,,10.0,10.0,100.0,0.22,0.1279,36.16,32.2,1.0611121095120997,consistent,,,,5.5,100.0,100.0,0.0022,7.98,,,,,6,1.0,1.0,0.833,1.0,0.0,-0.67,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00154,A,trading,False,True,False,True,True,False,,,5.934,10.0,100.0,0.05,0.1251,55.82,36.75,1.1881461012496466,consistent,730.0,48.1,2026-06-20,3.1,100.0,100.0,0.0049,8.98,,,,,6,0.667,0.667,1.0,1.0,0.0,-1.5,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00155,A,retail,False,True,False,False,True,False,,,1.31,10.0,63.22,0.0,-0.0869,33.12,44.9,0.6322386544391062,consistent,,,,1.5,6.64,0.0,0.0535,97.73,,,,,6,0.5,0.333,0.667,0.0,0.0,24.67,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00156,C,retail,True,True,True,False,True,False,0.581,4.742,0.701,8.733,100.0,-0.34,-0.0844,33.68,41.18,1.3377873950757333,consistent,,,,19.4,100.0,100.0,0.049,47.26,0.2681,,,,6,0.5,0.333,0.167,0.667,0.167,4.6,6.0,0.667,6.0,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable
